vid,ts,lat,lon,speed
X0997116,2020-01-28 16:59:15,13.7157,100.79888299999999,0
X0997116,2020-01-28 16:59:15,13.7157,100.79888299999999,0
X0997116,2020-01-28 17:01:52,13.715682999999999,100.79888299999999,0
X0997116,2020-01-28 17:03:49,13.715682999999999,100.79888299999999,0
X0997116,2020-01-28 17:05:55,13.715667000000002,100.7989,0
X0997116,2020-01-28 17:07:57,13.715667000000002,100.798917,0
X0997116,2020-01-28 17:09:27,13.715667000000002,100.7989,0
X0997116,2020-01-28 17:09:27,13.715667000000002,100.7989,0
X0997116,2020-01-28 17:09:27,13.715667000000002,100.7989,0
X0997116,2020-01-28 17:14:32,13.7157,100.7989,0
X0997116,2020-01-28 17:14:32,13.7157,100.7989,0
X0997116,2020-01-28 17:14:32,13.7157,100.7989,0
X0997116,2020-01-28 17:19:26,13.7157,100.798867,0
X0997116,2020-01-28 17:19:26,13.7157,100.798867,0
X0997116,2020-01-28 17:19:26,13.7157,100.798867,0
X0997116,2020-01-28 17:24:31,13.71575,100.7989,0
X0997116,2020-01-28 17:24:31,13.71575,100.7989,0
X0997116,2020-01-28 17:29:26,13.715732999999998,100.79895,0
X0997116,2020-01-28 17:31:39,13.716217000000002,100.799717,0
X0997116,2020-01-28 17:34:16,13.71705,100.8,0
X0997116,2020-01-28 17:34:16,13.71705,100.8,0
X0997116,2020-01-28 17:34:16,13.71705,100.8,0
X0997116,2020-01-28 17:41:09,13.718317,100.80001700000001,0
X0997116,2020-01-28 17:42:16,13.718917000000001,100.798383,14
X0997116,2020-01-28 17:44:17,13.720467000000001,100.7942,22
X0997116,2020-01-28 17:45:13,13.721517,100.791267,14
X0997116,2020-01-28 17:50:38,13.722032999999998,100.788567,0
X0997116,2020-01-28 17:52:24,13.72205,100.78625,8
X0997116,2020-01-28 17:57:35,13.721982999999998,100.78388299999999,14
X0997116,2020-01-28 17:58:40,13.721867000000001,100.780567,35
X0997116,2020-01-28 18:01:49,13.721767000000002,100.77665,0
X0997116,2020-01-28 18:02:24,13.721767000000002,100.77665,0
X0997116,2020-01-28 18:09:43,13.722517000000002,100.74753299999999,0
X0997116,2020-01-28 18:10:39,13.722467000000002,100.746117,13
X0997116,2020-01-28 18:13:46,13.722367000000002,100.738383,10
X0997116,2020-01-28 18:14:41,13.722332999999999,100.736867,14
X0997116,2020-01-28 18:15:37,13.722283,100.734583,32
X0997116,2020-01-28 18:18:46,13.722183,100.73075,9
X0997116,2020-01-28 18:21:47,13.722117,100.727583,18
X0997116,2020-01-28 18:23:39,13.721967000000001,100.72336700000001,26
X0997116,2020-01-28 18:23:39,13.721967000000001,100.72336700000001,26
X0997116,2020-01-28 18:24:45,13.722017000000001,100.719,9
X0997116,2020-01-28 18:24:45,13.722017000000001,100.719,9
X0997116,2020-01-28 18:27:35,13.722017000000001,100.710883,16
X0997116,2020-01-28 18:30:42,13.72165,100.70315,21
X0997116,2020-01-28 18:31:38,13.721582999999999,100.702267,6
X0997116,2020-01-28 18:32:44,13.721483,100.699917,14
X0997116,2020-01-28 18:33:40,13.72115,100.69445,42
X0997116,2020-01-28 18:34:35,13.720917000000002,100.69145,16
X0997116,2020-01-28 18:34:35,13.720917000000002,100.69145,16
X0997116,2020-01-28 18:35:40,13.7207,100.686683,48
X0997116,2020-01-28 18:36:35,13.72035,100.680767,6
X0997116,2020-01-28 18:39:43,13.718517000000002,100.66721700000001,47
X0997116,2020-01-28 18:40:39,13.71765,100.66198299999999,56
X0997116,2020-01-28 18:41:34,13.716367000000002,100.65465,9
X0997116,2020-01-28 18:45:38,13.713033,100.644933,10
X0997116,2020-01-28 18:46:34,13.712832999999998,100.64415,0
X0997116,2020-01-28 18:48:37,13.712367,100.64235,13
X0997116,2020-01-28 18:49:33,13.712117000000001,100.6415,7
X0997116,2020-01-28 18:51:35,13.7113,100.638083,24
X0997116,2020-01-28 18:52:41,13.71085,100.636133,0
X0997116,2020-01-28 18:54:33,13.710667,100.6344,0
X0997116,2020-01-28 18:54:33,13.710667,100.6344,0
X0997116,2020-01-28 18:56:36,13.71,100.628033,24
X0997116,2020-01-28 18:57:33,13.70955,100.623933,36
X0997116,2020-01-28 18:58:47,13.709067000000001,100.619117,45
X0997116,2020-01-28 18:59:33,13.709267,100.61506700000001,34
X0997116,2020-01-28 19:03:49,13.712717000000001,100.60731700000001,22
X0997116,2020-01-28 19:04:35,13.7108,100.6027,43
X0997116,2020-01-28 19:05:31,13.710017,100.6013,17
X0997116,2020-01-28 19:06:36,13.709217,100.59988299999999,0
X0997116,2020-01-28 19:07:31,13.709367000000002,100.599,15
X0997116,2020-01-28 19:09:34,13.71015,100.598117,6
X0997116,2020-01-28 19:10:29,13.710783,100.5977,7
X0997116,2020-01-28 19:11:34,13.710917000000002,100.598033,0
X0997116,2020-01-28 19:12:30,13.710917000000002,100.598083,0
X0997116,2020-01-28 19:14:29,13.7109,100.5981,0
X0997116,2020-01-28 19:14:52,13.709567000000002,100.5992,0
X0997116,2020-01-28 19:15:58,13.70925,100.599367,0
X0997116,2020-01-28 19:15:58,13.70925,100.599367,0
X0997116,2020-01-28 19:16:53,13.709382999999999,100.600233,8
X0997116,2020-01-28 19:17:59,13.70995,100.601283,6
X0997116,2020-01-28 19:18:54,13.710282999999999,100.601917,0
X0997116,2020-01-28 19:20:00,13.710667,100.602333,7
X0997116,2020-01-28 19:20:56,13.711332999999998,100.603433,7
X0997116,2020-01-28 19:22:02,13.711867000000002,100.60463299999999,9
X0997116,2020-01-28 19:22:02,13.711867000000002,100.60463299999999,9
